old_url,lang,lastmod,action,new_url,confidence,justification,gsc_clicks,gsc_impressions,ref_domains,final_decision
https://maximerit.com/base-manager/,fr,2025-12-15,301,/candidats/offres-demploi/,PENDING_GSC,Ancienne offre expirée → listing.,,,,
https://maximerit.com/depot-de-candidature-2/,fr,2025-12-15,301,/candidats/deposer-mon-cv/,HIGH,Doublon de dépôt de candidature.,,,,
https://maximerit.com/depot-de-candidature-spontanee/,fr,2025-01-16,301,/candidats/rejoindre-le-vivier/,PENDING_GSC,Candidature spontanée → rejoindre le vivier.,,,,
https://maximerit.com/depot-cv/,fr,2025-01-16,301,/candidats/deposer-mon-cv/,HIGH,Dépôt de CV.,,,,
https://maximerit.com/cost-accountant/,fr,2025-01-15,301,/candidats/offres-demploi/,PENDING_GSC,Ancienne offre expirée → listing.,,,,
https://maximerit.com/offre-demplois/,fr,2025-01-15,301,/candidats/offres-demploi/,HIGH,Doublon (faute de frappe) du listing des offres.,,,,
https://maximerit.com/contactez-nous/,fr,2024-11-13,301,/contact/,HIGH,Doublon de /contact/.,,,,
https://maximerit.com/language/en/job-offer/,en,2024-02-23,301,/en/candidats/offres-demploi/,PENDING_GSC,Offres → listing.,,,,
https://maximerit.com/offres-demploi/,fr,2023-12-21,301,/candidats/offres-demploi/,HIGH,Listing des offres.,,,,
https://maximerit.com/un-agent-de-liaison-communautaire/,fr,2023-11-23,301,/candidats/offres-demploi/,PENDING_GSC,Ancienne offre expirée → listing.,,,,
https://maximerit.com/language/en/maintenance-of-computer-systems-and-networks/,en,2023-11-22,301,/en/entreprises/,PENDING_GSC,Prestation IT/projets (dépriorisée) → hub Entreprises (candidat 410 si sans valeur).,,,,
https://maximerit.com/language/en/community-liaison-officer/,en,2023-08-07,301,/en/entreprises/,PENDING_GSC,Non classé automatiquement — à arbitrer manuellement avec données GSC.,,,,
https://maximerit.com/tableau-de-bord-des-offres-demploi/,fr,2023-04-11,301,/entreprises/recrutement/,PENDING_GSC,"Tableau de bord = fonction back-office, retirée du public.",,,,
https://maximerit.com/publier-une-offre-demploi/,fr,2023-04-11,301,/entreprises/recrutement/,PENDING_GSC,"Publication d’offre = fonction back-office, retirée du public.",,,,
https://maximerit.com/language/en/reception-and-integration/,en,2022-10-11,301,/en/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/formation-en-rh/,fr,2022-10-11,301,/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/language/en/hr-training/,en,2022-10-11,301,/en/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/language/en/qhse-training/,en,2022-10-11,301,/en/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/hotellerie-et-tourisme/,fr,2022-10-11,301,/secteurs/services/,PENDING_GSC,Hors verticales prioritaires → Secteurs/Services (candidat 410 si sans valeur).,,,,
https://maximerit.com/language/en/training/,en,2022-10-11,301,/en/entreprises/formation/,PENDING_GSC,Formation → Entreprises/Formation.,,,,
https://maximerit.com/language/en/hospitality-and-tourism/,en,2022-10-11,301,/en/secteurs/services/,PENDING_GSC,Hors verticales prioritaires → Secteurs/Services.,,,,
https://maximerit.com/formation-en-finance/,fr,2022-10-11,301,/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/language/en/project-management/,en,2022-10-11,301,/en/entreprises/,PENDING_GSC,Prestation IT/projets (dépriorisée) → hub Entreprises (candidat 410 si sans valeur).,,,,
https://maximerit.com/gestion-des-projets/,fr,2022-10-11,301,/entreprises/,PENDING_GSC,Prestation IT/projets (dépriorisée) → hub Entreprises (candidat 410 si sans valeur).,,,,
https://maximerit.com/language/en/finance-training/,en,2022-10-11,301,/en/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/language/en/projet-managuement/,en,2022-10-07,301,/en/entreprises/,PENDING_GSC,Non classé automatiquement — à arbitrer manuellement avec données GSC.,,,,
https://maximerit.com/language/en/contact-us/,en,2022-10-07,301,/en/contact/,PENDING_GSC,Contact/devis → page contact.,,,,
https://maximerit.com/language/en/drafting-of-procedures-manual/,en,2022-10-07,301,/en/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/maintenance-des-systemes-informatiques-et-reseaux/,fr,2022-10-07,301,/entreprises/,PENDING_GSC,Prestation IT/projets (dépriorisée) → hub Entreprises (candidat 410 si sans valeur).,,,,
https://maximerit.com/conseil-en-qhse/,fr,2022-10-05,301,/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/conseils/conseils-en-rh/,fr,2022-10-05,301,/entreprises/,PENDING_GSC,Conseil/advisory → hub Entreprises.,,,,
https://maximerit.com/conseil-en-finance/,fr,2022-10-05,301,/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/installation-video-surveillance/,fr,2022-09-28,301,/entreprises/,PENDING_GSC,Prestation IT/projets (dépriorisée) → hub Entreprises (candidat 410 si sans valeur).,,,,
https://maximerit.com/facilities-management/,fr,2022-09-28,301,/secteurs/services/,PENDING_GSC,Services généraux → Secteurs/Services.,,,,
https://maximerit.com/audit-qhse/,fr,2022-09-28,301,/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/mise-a-disposition-equipe-qhse/,fr,2022-09-28,301,/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/mise-en-place-dune-politique-qhse/,fr,2022-09-28,301,/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/redaction-de-code-de-conduite/,fr,2022-09-28,301,/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/evaluation-du-personnel/,fr,2022-09-28,301,/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/enquetes-de-salaires/,fr,2022-09-28,301,/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/coaching/,fr,2022-09-28,301,/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/suivi-rh/,fr,2022-09-28,301,/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/interim/,fr,2022-09-28,301,/entreprises/interim/,HIGH,Cahier §30 : /interim/ → /entreprises/interim/.,,,,
https://maximerit.com/recrutement/,fr,2022-09-28,301,/entreprises/recrutement/,HIGH,Cahier §30 : /recrutement/ → /entreprises/recrutement/.,,,,
https://maximerit.com/gestion-paie-et-des-declarations/,fr,2022-09-28,301,/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/mise-en-place-doutils-delaboration-et-de-suivi-de-budget/,fr,2022-09-28,301,/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/assistance-a-la-mise-en-place-de-systemes-de-reporting/,fr,2022-09-28,301,/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/gestion-et-inventaire-des-immobilisations/,fr,2022-09-28,301,/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/organisation-et-assistance-aux-services-comptables-et-financiers/,fr,2022-09-28,301,/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/formation-en-qhse/,fr,2022-09-28,301,/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/language/en/temping/,en,2022-07-19,301,/en/entreprises/interim/,PENDING_GSC,Intérim / mise à disposition → Entreprises/Intérim.,,,,
https://maximerit.com/implementation-et-suivi-de-systeme-de-gestion-informatise/,fr,2022-07-19,301,/entreprises/,PENDING_GSC,Prestation IT/projets (dépriorisée) → hub Entreprises (candidat 410 si sans valeur).,,,,
https://maximerit.com/language/en/financing/,en,2022-07-15,301,/en/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/financement/,fr,2022-07-15,301,/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/language/en/definition-and-monitoring-of-performance-indicators/,en,2022-07-12,301,/en/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/language/en/development-of-business-plan/,en,2022-07-12,301,/en/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/language/en/organizational-audit/,en,2022-07-12,301,/en/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/language/en/creation-of-services-and-development-of-activities/,en,2022-07-12,301,/en/entreprises/,PENDING_GSC,Conseil/advisory → hub Entreprises.,,,,
https://maximerit.com/language/en/financial-consulting/,en,2022-07-12,301,/en/entreprises/,PENDING_GSC,Conseil/advisory → hub Entreprises.,,,,
https://maximerit.com/language/en/submission-of-application/,en,2022-07-06,301,/en/candidats/deposer-mon-cv/,PENDING_GSC,Candidature → dépôt de CV.,,,,
https://maximerit.com/elaboration-de-business-plan/,fr,2022-07-06,301,/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/definition-et-suivi-des-indicateurs-de-performance/,fr,2022-07-06,301,/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/redaction-de-manuel-des-procedures/,fr,2022-07-06,301,/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/audit-organisationnel/,fr,2022-07-06,301,/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/language/en/implementation-and-monitoring-of-computerised-management-systems/,en,2022-07-06,301,/en/entreprises/,PENDING_GSC,Prestation IT/projets (dépriorisée) → hub Entreprises (candidat 410 si sans valeur).,,,,
https://maximerit.com/conseil-et-formation/,fr,2022-07-06,301,/entreprises/formation/,PENDING_GSC,Formation → Entreprises/Formation.,,,,
https://maximerit.com/language/en/video-surveillance-installation/,en,2022-07-06,301,/en/entreprises/,PENDING_GSC,Prestation IT/projets (dépriorisée) → hub Entreprises (candidat 410 si sans valeur).,,,,
https://maximerit.com/support-it/,fr,2022-07-06,301,/entreprises/,PENDING_GSC,Prestation IT/projets (dépriorisée) → hub Entreprises (candidat 410 si sans valeur).,,,,
https://maximerit.com/language/en/salary-surveys/,en,2022-07-06,301,/en/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/language/en/staff-evaluation/,en,2022-07-06,301,/en/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/language/en/recruitment/,en,2022-07-06,301,/en/entreprises/recrutement/,PENDING_GSC,Recrutement → Entreprises/Recrutement.,,,,
https://maximerit.com/services-generaux/,fr,2022-07-06,301,/secteurs/services/,PENDING_GSC,Services généraux → Secteurs/Services.,,,,
https://maximerit.com/language/en/qhse-consulting/,en,2022-07-06,301,/en/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/language/en/payroll-and-returns-management/,en,2022-07-06,301,/en/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/language/en/provision-of-qhse-team/,en,2022-07-06,301,/en/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/language/en/organisation-and-assistance-to-the-accounting-and-financial-services/,en,2022-07-06,301,/en/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/language/en/organisation-of-company-events/,en,2022-07-06,301,/en/secteurs/services/,PENDING_GSC,Services généraux → Secteurs/Services.,,,,
https://maximerit.com/language/en/qhse-audit/,en,2022-07-06,301,/en/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/language/en/qhes-management/,en,2022-07-06,301,/en/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/management-qhes/,fr,2022-07-06,301,/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/language/en/it-support/,en,2022-07-06,301,/en/entreprises/,PENDING_GSC,Prestation IT/projets (dépriorisée) → hub Entreprises (candidat 410 si sans valeur).,,,,
https://maximerit.com/language/en/implementation-of-budget-preparation-and-monitoring-tools/,en,2022-07-06,301,/en/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/language/en/implementation-of-a-qhse-policy/,en,2022-07-06,301,/en/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/language/en/hr-monitoring/,en,2022-07-06,301,/en/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/language/en/hr-consulting/,en,2022-07-06,301,/en/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/language/en/general-services/,en,2022-07-06,301,/en/secteurs/services/,PENDING_GSC,Services généraux → Secteurs/Services.,,,,
https://maximerit.com/language/en/g-hr/,en,2022-07-06,301,/en/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/g-rh/,fr,2022-07-06,301,/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/language/en/finance/,en,2022-07-06,301,/en/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/language/en/facility-management/,en,2022-07-06,301,/en/secteurs/services/,PENDING_GSC,Services généraux → Secteurs/Services.,,,,
https://maximerit.com/finances/,fr,2022-07-06,301,/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/language/en/drafting-of-a-code-of-conduct/,en,2022-07-06,301,/en/entreprises/qhse-esg/,PENDING_GSC,Prestation QHSE → Entreprises/QHSE & ESG.,,,,
https://maximerit.com/language/en/corporate-services/,en,2022-07-05,301,/en/secteurs/services/,PENDING_GSC,Services généraux → Secteurs/Services.,,,,
https://maximerit.com/contact/,fr,2022-07-05,KEEP,/contact/,HIGH,Page contact — conservée.,,,,
https://maximerit.com/language/en/consulting-and-finance-2/,en,2022-07-05,301,/en/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/conception-et-realisation-de-site-web/,fr,2022-07-05,301,/entreprises/,PENDING_GSC,Offre « création de site » abandonnée (candidat 410 si sans valeur).,,,,
https://maximerit.com/language/en/coaching-2/,en,2022-07-05,301,/en/entreprises/externalisation-rh-paie/,PENDING_GSC,Prestation RH/paie → Entreprises/Externalisation RH & Paie.,,,,
https://maximerit.com/language/en/assistance-in-setting-up-reporting-systems/,en,2022-07-05,301,/en/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/language/en/asset-management-and-inventory/,en,2022-07-05,301,/en/entreprises/finance-performance/,PENDING_GSC,Prestation finance → Entreprises/Finance & Performance.,,,,
https://maximerit.com/language/en/website-design-and-development/,en,2022-06-30,301,/en/entreprises/,PENDING_GSC,Prestation IT/projets (dépriorisée) → hub Entreprises (candidat 410 si sans valeur).,,,,
https://maximerit.com/contact-2/,fr,2022-06-27,301,/contact/,HIGH,Doublon de /contact/.,,,,
https://maximerit.com/about/,fr,2022-06-27,301,/qui-nous-sommes/,PENDING_GSC,Doublon EN de « qui-nous-sommes » à la racine.,,,,
https://maximerit.com/home/,fr,2022-06-27,301,/,HIGH,Doublon de la page d’accueil.,,,,
https://maximerit.com/language/en/consulting/,en,2022-06-21,301,/en/entreprises/,PENDING_GSC,Conseil/advisory → hub Entreprises.,,,,
https://maximerit.com/conseils/,fr,2022-06-21,301,/entreprises/,PENDING_GSC,Conseil/advisory → hub Entreprises.,,,,
